Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.23961800000000294,1000,,,,-0.0625,0.0701171875,-0.9916015625,0.000022142360624308443,-0.028160599221494026,16.297519493103028,0.05898092240095139,0,0,0.9612440143570382,0,0,0,0,0.09375,,
0.2359632500000007,1000,,,,-0.0625,0.071484375,-0.99365234375,0.00006032000062320605,-0.029251572505856513,16.29721279144287,0.059076799638569356,0,0,0.962788303644027,0,0,0,0,0.0958984375,,
0.7347647499999992,1000,,,,-0.0625,0.06806640625,-0.990234375,0.000025265029984338623,-0.030752025334583162,16.297820472717284,0.05841839499771595,0,0,0.9520926144299395,0,0,0,0,0.096875,,
1.2347265000000003,1000,,,,-0.0625,0.06591796875,-0.988671875,0.0001068021805347705,-0.03192471443047071,16.297660732269286,0.0569147989153862,0,0,0.9275781344249943,0,0,0,0,0.095703125,,
1.7376175000000003,1000,,,,-0.0625,0.066796875,-0.9890625,0.000029869336879372368,-0.03267073409335257,16.29741668701172,0.05750366002321243,0,0,0.9371607472601007,0,0,0,0,0.0955078125,,
2.2351324999999997,1000,,,,-0.0625,0.06533203125,-0.98779296875,0.0000475860643412552,-0.032362149384040806,16.29838800430298,0.058001611940562726,0,0,0.9453293662427417,0,0,0,0,0.09501953125,,
2.734570250000001,1000,,,,-0.0625,0.0642578125,-0.9873046875,0.000023451325760186627,-0.03243186318574814,16.297803497314455,0.057086278684437275,0,0,0.9303808897322348,0,0,0,0,0.09375,,
3.237658249999999,1000,,,,-0.0625,0.06708984375,-0.98955078125,0.00006036073584504466,-0.03501720093327463,16.29763193130493,0.05751493349671364,0,0,0.9373565608616126,0,0,0,0,0.09404296875,,
3.7370585000000007,1000,,,,-0.0625,0.063671875,-0.98623046875,0.00010017438356520893,-0.03418982834158335,16.297996520996094,0.058270360715687274,0,0,0.9496908217687199,0,0,0,0,0.0939453125,,
4.234649500000001,1000,,,,-0.0625,0.06181640625,-0.9845703125,0.00008632972769802135,-0.03226054222365767,16.29753484725952,0.05710759237408638,0,0,0.9307128901142946,0,0,0,0,0.0927734375,,
4.736924749999999,1000,,,,-0.0625,0.06328125,-0.9859375,0.00003897615615190151,-0.034747498434940176,16.298126220703125,0.05712619349360466,0,0,0.9310484847171662,0,0,0,0,0.0923828125,,
5.239573750000001,1000,,,,-0.0625,0.066015625,-0.9890625,0.00007305121644240588,-0.0334178289642808,16.29764804840088,0.05896674282848835,0,0,0.9610206331483468,0,0,0,0,0.09326171875,,
5.7365385,1000,,,,-0.0625,0.06787109375,-0.98974609375,0.00003955788960060494,-0.03437440124284547,16.29800691604614,0.059148104302585124,0,0,0.9639967681366585,0,0,0,0,0.09375,,
6.236894,1000,,,,-0.0625,0.069921875,-0.9923828125,0.0000492592921403594,-0.035471113450155536,16.297848606109618,0.05891132690012455,0,0,0.960127829814358,0,0,0,0,0.09560546875,,
6.736951500000001,1000,,,,-0.0625,0.0642578125,-0.9869140625,0.00004043260427397324,-0.03247809713174257,16.298012733459473,0.05826629139482975,0,0,0.9496243324512956,0,0,0,0,0.09560546875,,
7.236922750000001,1000,,,,-0.0625,0.065234375,-0.98818359375,0.00006204917294593515,-0.03455162240909046,16.29754581451416,0.05842808298766613,0,0,0.9522323592633004,0,0,0,0,0.09384765625,,
7.7358202500000015,1000,,,,-0.0625,0.0650390625,-0.98779296875,0.000036473981792059043,-0.03450020058427223,16.29747304916382,0.05676796194165945,0,0,0.9251738737665661,0,0,0,0,0.09384765625,,
8.234651000000003,1000.0026025000001,,,,-0.0625,0.06298828125,-0.9861328125,0.000050701566572502525,-0.03348466658446404,16.297382164001466,0.058086286298930645,0,0,0.9466544611007311,0,0,0,0,0.09345703125,,
8.73611325,1007.5646650000001,,,,-0.0625,0.0662109375,-0.988671875,0.00005424841995139113,-0.032632564207705994,16.297989273071288,0.05645228754729033,0,0,0.9200591355989637,0,0,0,0,0.09296875,,
9.234463250000001,1022.5628650000002,,,,-0.06171875,0.0619140625,-0.98505859375,0.000014498490177886658,-0.03366691434832585,16.297424125671387,0.05923825688660145,0,0,0.9654327581623537,0,0,0,0,0.093359375,,
9.733981250000003,1037.5270074999999,,,,-0.0625,0.0619140625,-0.98466796875,-0.00000473018355816537,-0.032526830936444866,16.297632789611818,0.05775979645550251,0,0,0.9413502901244645,0,0,0,0,0.091796875,,
10.235125999999996,1052.55697,,,,-0.0625,0.0658203125,-0.98837890625,0.00009065978823961454,-0.035024902110906836,16.297791957855225,0.05815290529280901,0,0,0.9477647260381825,0,0,0,0,0.0923828125,,
10.734048999999999,1067.5317550000002,,,,-0.0625,0.06357421875,-0.98662109375,0.000036997276780906684,-0.033707772254088386,16.29736194610596,0.059740629605948926,0,0,0.9736157611333554,0,0,0,0,0.093359375,,
11.233902500000001,1082.519905,,,,-0.0625,0.0609375,-0.98408203125,0.000044828987150069876,-0.03194873189020678,16.29791679382324,0.05930098257958889,0,0,0.9664831913252954,0,0,0,0,0.0921875,,
11.734980500000002,1097.5550275000003,,,,-0.0625,0.061328125,-0.98486328125,0.000029485929157903432,-0.03403409789616545,16.297810554504395,0.057430400513112545,0,0,0.9359887628719129,0,0,0,0,0.091796875,,
12.235666500000004,1112.5699450000002,,,,-0.0625,0.0666015625,-0.98876953125,0.00003479117281911942,-0.032682023777839575,16.29840021133423,0.05745513159781694,0,0,0.93642673519863,0,0,0,0,0.091796875,,
12.737437749999998,1127.6372725,,,,-0.0666015625,0.06337890625,-0.9853515625,0.006327751118744623,-0.046911232982960266,16.292152690887452,0.26194421835243703,0,0.10471975512,4.265388254790118,0,0,0,0,0.0990234375,,
13.234125000000002,1142.5379950000001,,,,-0.0705078125,0.047265625,-0.9849609375,0.006733684030269261,-0.16996727516006097,16.291604709625243,0.3050725057721138,0,125.76842589911999,4.97012102077409,0,0,0,0,0.14150390625,,
13.736780000000001,1157.5894825,,,,-0.07548828125,0.0576171875,-0.989453125,0.006221380457329537,-0.26547424269204767,16.288223648071288,0.37259928435087203,0,186.9247628892,6.068968265273867,0,0,0,0,0.14287109375,,
