Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (rad/s),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.40816274999973834,1000,,,,-0.0625,0.01728515625,-0.95703125,-0.021984289864032745,-0.06527212970242047,12.18243613243103,-0.07710133861750365,0,0,0.9392818014520594,0,0,0,0,0.0611328125,,
0.37973024999957994,1000,,,,-0.0625,0.01708984375,-0.95693359375,-0.02194468684103242,-0.06600168323400539,12.183018398284911,-0.07809134624898435,0,0,0.9513896042700469,0,0,0,0,0.05859375,,
1.4560094999994848,1000,,,,-0.0625,0.01689453125,-0.95703125,-0.022022633642278813,-0.06461164565214282,12.182785987854004,-0.076435036174953,0,0,0.9311919625620021,0,0,0,0,0.05859375,,
2.4610722499995954,1000,,,,-0.0625,0.0171875,-0.9576171875,-0.022005582198155908,-0.0647997315537192,12.183170795440674,-0.07776571787893774,0,0,0.9474331533103735,0,0,0,0,0.05859375,,
3.4874222499994794,1000,,,,-0.0625,0.0171875,-0.95703125,-0.02200279599351197,-0.06497591581326866,12.18293080329895,-0.07628430478274824,0,0,0.929366378523121,0,0,0,0,0.05859375,,
4.621709749999642,1000.6445999999976,,,,-0.0625,0.01708984375,-0.95703125,-0.021989552433679095,-0.06520387364269059,12.182966613769532,-0.07723561316728593,0,0,0.9409599409113099,0,0,0,0,0.05859375,,
5.739543499999586,1027.4044083333215,,,,-0.0625,0.01748046875,-0.95703125,-0.0219821338163409,-0.06589902086860779,12.18366436958313,-0.07845833446830512,0,0,0.9559100466713668,0,0,0,0,0.05859375,,
6.823354249999532,1063.5937166666567,,,,-0.0625,0.017578125,-0.95712890625,-0.021962374429346863,-0.06530383887338426,12.18374662399292,-0.07729991540312768,0,0,0.9418008274349591,0,0,0,0,0.05859375,,
7.960406499999576,1101.2734583333258,,,,-0.0625,0.0169921875,-0.95693359375,-0.02200906655768568,-0.06655465293052915,12.183982849121094,-0.0777940706908703,0,0,0.9478418069426124,0,0,0,0,0.05859375,,
9.045941999999572,1137.7403333333239,,,,-0.0705078125,0.03359375,-0.9798828125,-0.02172350859340951,-0.1561266962361483,12.177037811279297,0.24270370662212368,0,61.99409503104,3.425550690089294,1.3326619563910433,49.93617197237809,12.856594302774404,0.04655437436984069,0.07412109375,,
