dragx, dragy, dragz
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.33334430844377,0.181977453426027,0.17137341477534
1.4036402887331,0.180423924484028,0.197886900277626
1.47493273416985,0.178897805494032,0.222403444504864
1.54717840660041,0.177398198005331,0.245240493352516
1.62033587341142,0.175924243318789,0.266695356130098
1.69436543234619,0.174475120529327,0.287020568848559
1.76922903944364,0.173050044675707,0.30641932985186
1.84489023996043,0.171648264983637,0.325049560801282
1.92131410215767,0.170269063203122,0.343030991026621
1.99846715382833,0.168911752030274,0.360452651742056
1.9539295130135,0.172430735799231,0.300861089352223
1.91041559380763,0.175912693329423,0.253568932311349
1.86789736396532,0.179358187406529,0.215186761715608
1.82634769488917,0.182767814679596,0.183436632570294
1.7857403298435,0.186142199927392,0.15675802804276
1.74604985335871,0.189481990893415,0.134060571041554
1.70725166177925,0.192787853640172,0.114566319197267
1.66932193491009,0.196060468377268,0.0977077452412729
1.63223760871848,0.199300525721745,0.0830609119839489
1.59597634904947,0.202508723352523,0.0703012214216275
1.61126879212749,0.216120994417785,0.0622513106234655
1.62646996409712,0.229921514127906,0.0548485462756518
1.64158073272038,0.243896302764627,0.0480933338461828
1.65660197724594,0.258032466457032,0.0419677052158908
1.67153458689357,0.272318113096936,0.0364424951374643
1.68637945942469,0.286742274649394,0.0314822102038486
1.70113749979486,0.301294835370461,0.0270482880720394
1.71580961888414,0.31596646548214,0.0231012436014818
1.73039673230181,0.330748559889251,0.0196020513137154
1.74489975926155,0.345633181554999,0.0165130078393723
1.718281527949,0.350078074080737,0.0241962616039024
1.69216987793173,0.354518507566537,0.031920156355192
1.66655193168095,0.358954461077126,0.03952557256163
1.64141520334705,0.363385911318608,0.0469600660132389
1.61674758563574,0.367812832618851,0.0542199523518839
1.59253733715739,0.372235196920719,0.0613209752847655
1.56877307023118,0.376652973786807,0.0682840078792072
1.54544373912682,0.381066130414465,0.0751285727394486
1.52253862872691,0.385474631659991,0.0818703442004194
1.50004734359403,0.389878440070954,0.0885206012443081
1.49066488060639,0.415871945412259,0.151966976884355
1.48140586546098,0.442265741118011,0.223012441721768
1.47226765589056,0.469035365318982,0.299130358846583
1.46324767933222,0.496158107174855,0.378801672086261
1.4543434308942,0.523612875847309,0.461070968040301
1.44555247138715,0.551380079201439,0.545297035980682
1.43687242541767,0.579441511508091,0.631013419149393
1.4283009795419,0.607780249475146,0.717851316930855
1.4198358804772,0.636380555986914,0.805497777272156
1.41147493336978,0.665227790977898,0.893673723853421
1.36615571322472,0.658019016294148,0.930423770316203
1.32204380147665,0.651111860809246,0.969987769046205
1.27910714048596,0.644491269875238,1.0113915626967
1.23731469711357,0.638143021683591,1.05390775881711
1.19663642680927,0.632053676170177,1.09699006806277
1.15704323903418,0.626210527377335,1.14022675341106
1.11850696396529,0.620601559020147,1.18330692549021
1.081000320432,0.615215403023578,1.2259957709569
1.04449688503674,0.610041300815036,1.26811615879703
1.00897106241366,0.605069067173503,1.3095348879876
1.06227294411502,0.551612268076981,1.27783506471824
1.11629970001717,0.501598399174948,1.25324935540627
1.17101695556624,0.45485187408118,1.23376531724374
1.22639182615411,0.411207896346821,1.21796903061621
1.28239285380159,0.370511741566797,1.20486075088243
1.33898994650799,0.332618089567307,1.19372994186169
1.39615432015394,0.297390403027134,1.18406942494688
1.45385844284941,0.264700349161509,1.17551577606263
1.51207598162325,0.234427261351751,1.16780760722168
1.57078175135524,0.206457637838555,1.16075618439886
1.57143657947776,0.232987136993657,1.12714926092253
1.57209372352696,0.260544002928666,1.09749322897253
1.57275307971892,0.289056657217066,1.07089741115651
1.57341454676686,0.318458864384503,1.04672154064523
1.57407802582329,0.348689328381388,1.02450116147494
1.57474342042361,0.379691319555889,1.00389594233653
1.57541063643089,0.411412329791836,0.984653625883613
1.57607958198213,0.443803753658249,0.966584750051942
1.5767501674356,0.476820593584997,0.949544846820203
1.5774223053195,0.510421187233507,0.933421862036347
1.57026473096122,0.477416938944981,0.849397609212694
1.56320972703655,0.446127760945857,0.777348252059727
1.55625498014635,0.41646875076113,0.714530125963775
1.549398238234,0.388360097300551,0.659003853147251
1.54263730880472,0.361726748465672,0.609375840455716
1.53597005720143,0.336498101644949,0.564626913093154
1.52939440493514,0.312607715443773,0.523997419344793
1.52290832806798,0.289993041120819,0.486909457402543
1.51650985564705,0.268595172316923,0.452913798135302
1.51019706818739,0.248358611768559,0.421653399775312
1.50867793402219,0.274653629838375,0.406432372040918
1.50717752792721,0.301721801282736,0.391161981155621
1.50569546592668,0.329508399553423,0.376124805261714
1.50423137309113,0.357962825986831,0.361503857162233
1.50278488331334,0.387038295915383,0.347412466858364
1.50135563909005,0.416691548568738,0.333915655707783
1.4999432913094,0.446882578942007,0.321045304331114
1.49854749904387,0.477574389950804,0.308810848665219
1.49716792934856,0.508732763322531,0.297206782480497
0.852689519699226,0.291787962800361,0.0128220824651791
0.848826862114844,0.295000368267381,0.0103260029987959
0.845001027112073,0.298210818047382,0.00820399988734355
0.841211461630174,0.301419307771516,0.0064069777502096
0.837457622635475,0.304625833480286,0.00489499013442824
0.833738976920768,0.307830391540464,0.00363511474358644
0.830055000909086,0.31103297856797,0.00259986198746672
0.826405180461741,0.314233591356347,0.00176597768664431
0.822789010690534,0.317432226810556,0.00111353848858281
0.819205995774041,0.320628881885759,0.000625265592630926
0.815655648777863,0.323823553530829,0.000286001909292295
0.793696698122397,0.326205605926151,0.00918099137874486
0.772192548952037,0.328588647949892,0.0281741694224256
0.751134789089026,0.330972610996383,0.0548245360620658
0.730515191306193,0.333357427165496,0.0873889920818638
0.710325708900687,0.335743029256639,0.124609520572586
0.690558471379336,0.338129350762789,0.165566382049974
0.671205780252671,0.340516325864549,0.209576493280124
0.652260104934775,0.342903889424236,0.256122876291323
0.63371407874615,0.345291976980008,0.304805565633577
0.615560495016898,0.347680524740021,0.355307393905104
0.614389052640161,0.356820236848119,0.328468126952995
0.613218741948302,0.365987094626833,0.306784894978966
0.612049601355825,0.375179677860989,0.289061265301103
0.610881668457098,0.384396643252162,0.274404068337936
0.609714980040007,0.393636720224244,0.262140367096464
0.608549572099393,0.40289870694661,0.251758855168711
0.607385479850302,0.412181466563759,0.242868047624001
0.606222737741018,0.421483923620888,0.235166127119168
0.605061379465908,0.430805060675388,0.22841896223777
0.603901437978061,0.440143915084776,0.222443917016218
0.62366129722605,0.435134657293038,0.220991674971691
0.643583447325112,0.430246421300499,0.219683255767935
0.663662686179743,0.425475186664207,0.218493107165574
0.683893962858513,0.420817085373419,0.217400764034562
0.704272373295217,0.416268395495553,0.216389808405071
0.724793156110903,0.411825535110619,0.215447046831305
0.74545168855336,0.407485056520075,0.214561858172527
0.766243482550761,0.403243640716764,0.21372567551214
0.787164180876215,0.399098092103273,0.212931573986393
0.808209553420108,0.395045333446696,0.212173942449935
0.851910596538706,0.39867798220633,0.184562805150619
0.896431335288343,0.402302311226208,0.160884496949695
0.941751202961876,0.405918425516774,0.140407020721934
0.98785017383668,0.409526428451553,0.122568130728222
1.03470874857659,0.413126421709898,0.106932006344286
1.08230794003136,0.416718505226416,0.0931576164266241
1.13062925942268,0.420302777146613,0.0809754569127629
1.17965470290596,0.423879333788391,0.0701703336388312
1.22936673849757,0.42744826960899,0.0605685428425858
1.27974829335747,0.431009677177039,0.0520282736204375
1.2770749824033,0.425279226202433,0.0714353990086241
1.27444526041298,0.419677274299071,0.0914743854407844
1.27185837283793,0.414199710558965,0.111764545017195
1.26931357922861,0.408842577842331,0.132080045829399
1.2668101529419,0.403602066463501,0.152292990496234
1.26434738085514,0.398474508157948,0.17233631940914
1.26192456308702,0.393456370316978,0.192179767165457
1.25954101272478,0.388544250477326,0.211814410014325
1.25719605555776,0.383734871053559,0.231242859163639
1.25488902981711,0.379025074301751,0.250473153554674
1.18993546393835,0.384531405188826,0.246345966252814
1.12718042177554,0.39001963468868,0.243298131393621
1.06657892280868,0.395489853662176,0.241097162846482
1.00808704450258,0.400942165260214,0.239561679977355
0.95166189570778,0.406376683798194,0.238549423267437
0.897261590757293,0.411793533700824,0.237948329309558
0.84484522424042,0.417192848513341,0.237669809880606
0.794372846435192,0.4225747699754,0.237643639144316
0.74580543938167,0.427939447154103,0.237814028732887
0.699104893578754,0.433287035632835,0.238136590617296
0.727105234062521,0.400091603831709,0.206943950802253
0.755437589532559,0.368614092468162,0.180351654563665
0.78409250879858,0.338795715898085,0.157470870099073
0.813060803696269,0.310580134755352,0.137623111948181
0.842333541761043,0.283913345594365,0.120285786191435
0.871902039105508,0.258743575741416,0.10505263761097
0.901757853494918,0.235021183098544,0.0916048079064014
0.931892777615055,0.21269856065669,0.0796895119068477
0.962298832527138,0.191730045487329,0.0691042263131062
0.992968261304509,0.172071831993543,0.059684897291666
0.988329960716075,0.165117058728386,0.05451826280275
0.983741699352484,0.158370310948624,0.0496326604076434
0.97920266906353,0.151826133030353,0.0450350585965489
0.974712076994087,0.145479261840575,0.0407266581356524
0.970269145265196,0.13932461898017,0.0367043813283503
0.96587311066242,0.133357303359631,0.0329620322304432
0.961523224331288,0.127572584092484,0.0294911953890749
0.957218751479668,0.121965893692044,0.0262819280585283
0.952958971086875,0.116532821557821,0.0233232901264742
0.948743175619373,0.111269107738565,0.0206037470710962
0.977718257534764,0.125674248444814,0.0151233289334736
1.00691550273698,0.140742659257034,0.0107303036700202
1.0363283546496,0.156444711446585,0.00726156925571115
1.06595044124506,0.172752230612473,0.00458776194997586
1.09577556986712,0.189638423592535,0.00260488792642485
1.12579772219752,0.207077809081791,0.00122816690741933
1.1560110493628,0.225046151766532,0.000387480884606486
1.1864098671773,0.243520399792832,2.39940856799611e-05
1.21698865151855,0.262478625397696,-8.7631938890357e-05
1.81786233556514,0.448541122564828,0.292703803274932
1.8465145288584,0.493151542176936,0.313468146855006
1.87512645872351,0.5390509565208,0.331032580776926
1.90369676541917,0.586161072451694,0.346097253508656
1.93222418405084,0.634409010525541,0.359220974198626
1.96070753988756,0.68372691778888,0.370838836390415
1.98914574388334,0.73405160834132,0.381284268223633
2.01753778839455,0.785324229650316,0.390810144651028
2.04588274308494,0.837489952748198,0.399606959787122
2.07417975101069,0.890497684580108,0.407817626237545
2.10242802487768,0.944299800899726,0.415549139783637
2.0871888879291,0.954657529588308,0.568975899433041
2.07222450159738,0.965050388896922,0.725929335314771
2.05752799989604,0.975476860511663,0.884268897537201
2.0430927131778,0.985935459803382,1.04292932147988
2.02891216194047,0.996424735069919,1.20138830241838
2.01498005084679,1.00694326679744,1.35938013618018
2.00129026295043,1.01748966694004,1.51674587226103
1.98783685412027,1.02806257821673,1.67335867784434
1.97461404765571,1.03866067342528,1.82909001787458
1.96161622908583,1.04928265477212,1.98379737963328
1.92257221197439,1.03093105776897,1.97116582212729
1.88436322312231,1.01320788744058,1.97024685700511
1.8469674056297,0.996083296229651,1.97751176823179
1.81036357785591,0.979529060329842,1.9904478888839
1.77453121061134,0.96351848278405,2.00725317359012
1.73945040517153,0.94802630286389,2.02662912111265
1.70510187208209,0.933028611293696,2.04763763026199
1.67146691072446,0.91850277091429,2.06960048255213
1.63852738961356,0.904427342411352,2.0920278828035
1.60626572739961,0.890782014760609,2.11456717830161
1.65132170991156,0.897356680860697,1.92798982362448
1.69652035030617,0.903906748010162,1.77145172880094
1.74185141871812,0.910432568947966,1.63744651177194
1.7873051616515,0.916934481852989,1.52071689102122
1.83287228144231,0.923412810821525,1.41753002870362
1.87854391657341,0.929867866335364,1.32519838531799
1.92431162280688,0.936299945720233,1.24175856783759
1.97016735510022,0.942709333594355,1.16575356652231
2.0161034502738,0.949096302306992,1.09608364720117
2.06211261039893,0.955461112366829,1.03190340848253
2.02193529399119,1.04003495436873,1.01001627397073
1.98261112137146,1.12669884902709,0.986804859059131
1.94411775732928,1.21532925692292,0.963013554031928
1.90643355650431,1.30581110096439,0.939159812048727
1.869537540088,1.39803716216548,0.915597272061401
1.83340937336536,1.49190751865233,0.892562141948318
1.79802934406497,1.5873290247632,0.870206981536894
1.76337834148638,1.68421482734022,0.848625149768953
1.72943783637535,1.7824839165258,0.827868408813389
1.69618986151859,1.88206070857467,0.807959550108014
1.66993280342563,1.81411218875509,0.818747117518303
1.644158266032,1.74890661883717,0.826841806671183
1.61885454342832,1.68630679134528,0.832952539667215
1.59401027224399,1.62618349392625,0.837603996979149
1.56961442058478,1.56841500388004,0.841182734568385
1.54565627735472,1.51288661671063,0.84397264436379
1.52212544194775,1.45949020628247,0.84618176662174
1.49901181429569,1.40812381434661,0.84796233571496
1.47630558525928,1.35869126736567,0.849425650996124
1.45399722734975,1.31110181871943,0.850653048834321
1.4858716209984,1.28198066063181,0.8795620854734
1.51773499104645,1.25376955324893,0.905614916312947
1.54958291305764,1.22642809640366,0.929410578591568
1.58141121796373,1.19991803527798,0.951401047907035
1.61321598014184,1.17420313528926,0.97192595304966
1.64499350600751,1.14924906484821,0.991240030563599
1.67674032310169,1.12502328545759,1.00953436768004
1.70845316965075,1.10149494865934,1.02695260080961
1.74012898457959,1.07863479937675,1.04360314284318
1.77176489795863,1.05641508520824,1.05956834577172
1.78104538403459,1.05246456333,1.05132775101059
1.79026468445009,1.04858423820717,1.0450744977704
1.79942365834201,1.04477165389072,1.04026715611413
1.80852315356178,1.0410244596498,1.03651528033113
1.81756400664102,1.03734040516911,1.03353659739939
1.82654704276908,1.03371733598224,1.03112662947942
1.83547307578173,1.03015318914304,1.02913700651663
1.84434290816029,1.02664598888027,1.02745991105115
1.85315733104065,1.02319384273187,1.02601688254479
1.86191712423149,1.01979493801253,1.02475073858558
1.79756584272177,1.03700596152592,1.06877712016092
1.73502439251027,1.05404196653305,1.10861074379691
1.67424379655544,1.0709064053778,1.14511445100915
1.61517664413794,1.08760276756929,1.17894450690241
1.557777036395,1.10413456540717,1.21059676205566
1.50200053385417,1.12050532113224,1.24044442913085
1.44780410588943,1.13671855546868,1.26876798401929
1.39514608202583,1.15277777743608,1.29577833464467
1.34398610502188,1.16868647531929,1.32163451702249
1.29428508566159,1.18444810869351,1.34645707496124
1.28922025032035,1.21075075310896,1.25738220075499
1.28418990021347,1.23690821767518,1.18237566938229
1.27919362099508,1.26292133473977,1.11790385917321
1.27423100626192,1.28879116835341,1.06147881496116
1.26930165736666,1.3145189851823,1.01132826463835
1.26440518323587,1.34010622801533,0.966175000102455
1.25954120019261,1.36555449165621,0.925087416000058
1.2547093317836,1.39086550100739,0.887377130650857
1.24990920861068,1.41604109116784,0.852528213785797
0.725324899579045,2.19865362419875,0.768868715273734
0.722699785927747,2.1900357297434,0.861907762845899
0.720086031263096,2.18169122012998,0.947223899460064
0.717483608075376,2.17360880512557,1.02609181921134
0.714892488247692,2.16577769864282,1.09963844616817
0.712312643077091,2.15818759449984,1.16880372313751
0.709744043295154,2.15082864346134,1.23434435986424
0.707186659088066,2.1436914314866,1.29685537139076
0.704640460116183,2.13676695911666,1.35679688243504
0.702105415533102,2.13004662192373,1.4145203275461
0.699581494004291,2.12352219184715,1.47029160971635
0.697130844205726,2.08998292012007,1.4138283168468
0.694690400814918,2.0573342754631,1.36769755443476
0.692260146778775,2.02554012161918,1.32920183519604
0.689840064289709,1.99456608884382,1.29641720181044
0.687430134809562,1.96437947892845,1.26796041869342
0.685030339092939,1.93494917576107,1.24282994492592
0.682640657209975,1.90624556107473,1.22029582945754
0.680261068568533,1.87824043505802,1.19982262227606
0.677891551935852,1.85090694152438,1.18101490990057
0.675532085459663,1.82421949735673,1.16357855487544
0.684285138540517,1.822169135802,1.01845750907296
0.692986265130902,1.82012895381138,0.896531641689004
0.701635513918279,1.81809889897067,0.792450459985295
0.710232965505413,1.81607891914089,0.702415883149127
0.718778730455458,1.81406896245777,0.623687147594302
0.72727294742928,1.81206897733122,0.554251885794719
0.735715781411005,1.81007891244474,0.492605006141792
0.744107422017935,1.80809871675474,0.437598504630889
0.752448081891156,1.80612833948984,0.388338534686905
